<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: TattooSkillAtlas_405.csv>index,skill,family_index,family,category_index,category_id,category,family_purpose,surface_mode,source_bundle
197,PLACE,4,Fit & Wrap,9,PLACE.4.9,Neighbor-piece fit,Control how much of the design turns away from the primary view.,implicit,PLACE:2video+1manual
198,PLACE,5,Scale & Detail,1,PLACE.5.1,Physical height/width,Determine what amount of information the physical area can actually support.,implicit,PLACE:2video+1manual
199,PLACE,5,Scale & Detail,2,PLACE.5.2,DPI/pixel mapping,Determine what amount of information the physical area can actually support.,implicit,PLACE:2video+1manual
200,PLACE,5,Scale & Detail,3,PLACE.5.3,Minimum line width,Determine what amount of information the physical area can actually support.,implicit,PLACE:2video+1manual
201,PLACE,5,Scale & Detail,4,PLACE.5.4,Detail budget,Determine what amount of information the physical area can actually support.,implicit,PLACE:2video+1manual
202,PLACE,5,Scale & Detail,5,PLACE.5.5,Focal-element size,Determine what amount of information the physical area can actually support.,implicit,PLACE:2video+1manual
203,PLACE,5,Scale & Detail,6,PLACE.5.6,Minimum spacing,Determine what amount of information the physical area can actually support.,implicit,PLACE:2video+1manual
204,PLACE,5,Scale & Detail,7,PLACE.5.7,Microdetail cutoff,Determine what amount of information the physical area can actually support.,implicit,PLACE:2video+1manual
205,PLACE,5,Scale & Detail,8,PLACE.5.8,Viewing-distance read,Determine what amount of information the physical area can actually support.,implicit,PLACE:2video+1manual
206,PLACE,5,Scale & Detail,9,PLACE.5.9,Aging allowance,Determine what amount of information the physical area can actually support.,implicit,PLACE:2video+1manual
207,PLACE,6,Orientation,1,PLACE.6.1,Right-side-up check,Keep image direction intentional when the body is at rest.,implicit,PLACE:2video+1manual
208,PLACE,6,Orientation,2,PLACE.6.2,Face-inward check,Keep image direction intentional when the body is at rest.,implicit,PLACE:2video+1manual
209,PLACE,6,Orientation,3,PLACE.6.3,Face-forward check,Keep image direction intentional when the body is at rest.,implicit,PLACE:2video+1manual
210,PLACE,6,Orientation,4,PLACE.6.4,Text orientation,Keep image direction intentional when the body is at rest.,implicit,PLACE:2video+1manual
211,PLACE,6,Orientation,5,PLACE.6.5,Bilateral symmetry,Keep image direction intentional when the body is at rest.,implicit,PLACE:2video+1manual
212,PLACE,6,Orientation,6,PLACE.6.6,Left/right adaptation,Keep image direction intentional when the body is at rest.,implicit,PLACE:2video+1manual
213,PLACE,6,Orientation,7,PLACE.6.7,Forward/back direction,Keep image direction intentional when the body is at rest.,implicit,PLACE:2video+1manual
214,PLACE,6,Orientation,8,PLACE.6.8,Mirror-state check,Keep image direction intentional when the body is at rest.,implicit,PLACE:2video+1manual
215,PLACE,6,Orientation,9,PLACE.6.9,Client-view vs observer-view,Keep image direction intentional when the body is at rest.,implicit,PLACE:2video+1manual
216,PLACE,7,Placement Transform,1,PLACE.7.1,Translation,Map flat artwork onto a photographed or modeled body surface.,implicit,PLACE:2video+1manual
217,PLACE,7,Placement Transform,2,PLACE.7.2,Uniform scale,Map flat artwork onto a photographed or modeled body surface.,implicit,PLACE:2video+1manual
218,PLACE,7,Placement Transform,3,PLACE.7.3,Rotation,Map flat artwork onto a photographed or modeled body surface.,implicit,PLACE:2video+1manual
219,PLACE,7,Placement Transform,4,PLACE.7.4,Perspective transform,Map flat artwork onto a photographed or modeled body surface.,implicit,PLACE:2video+1manual
220,PLACE,7,Placement Transform,5,PLACE.7.5,Warp mesh,Map flat artwork onto a photographed or modeled body surface.,implicit,PLACE:2video+1manual
221,PLACE,7,Placement Transform,6,PLACE.7.6,Opacity,Map flat artwork onto a photographed or modeled body surface.,implicit,PLACE:2video+1manual
222,PLACE,7,Placement Transform,7,PLACE.7.7,Blend mode,Map flat artwork onto a photographed or modeled body surface.,implicit,PLACE:2video+1manual
223,PLACE,7,Placement Transform,8,PLACE.7.8,Occlusion mask,Map flat artwork onto a photographed or modeled body surface.,implicit,PLACE:2video+1manual
224,PLACE,7,Placement Transform,9,PLACE.7.9,Multi-view consistency,Map flat artwork onto a photographed or modeled body surface.,implicit,PLACE:2video+1manual
225,PLACE,8,Client & Skin Context,1,PLACE.8.1,Visibility/lifestyle,Record non-aesthetic constraints that change placement decisions.,implicit,PLACE:2video+1manual
226,PLACE,8,Client & Skin Context,2,PLACE.8.2,Clothing interaction,Record non-aesthetic constraints that change placement decisions.,implicit,PLACE:2video+1manual
227,PLACE,8,Client & Skin Context,3,PLACE.8.3,Sun exposure,Record non-aesthetic constraints that change placement decisions.,implicit,PLACE:2video+1manual
228,PLACE,8,Client & Skin Context,4,PLACE.8.4,Friction zone,Record non-aesthetic constraints that change placement decisions.,implicit,PLACE:2video+1manual
229,PLACE,8,Client & Skin Context,5,PLACE.8.5,Hair coverage,Record non-aesthetic constraints that change placement decisions.,implicit,PLACE:2video+1manual
230,PLACE,8,Client & Skin Context,6,PLACE.8.6,Scar/texture context,Record non-aesthetic constraints that change placement decisions.,implicit,PLACE:2video+1manual
231,PLACE,8,Client & Skin Context,7,PLACE.8.7,Skin-tone contrast,Record non-aesthetic constraints that change placement decisions.,implicit,PLACE:2video+1manual
232,PLACE,8,Client & Skin Context,8,PLACE.8.8,Session/pain tolerance,Record non-aesthetic constraints that change placement decisions.,implicit,PLACE:2video+1manual
233,PLACE,8,Client & Skin Context,9,PLACE.8.9,Future-expansion plan,Record non-aesthetic constraints that change placement decisions.,implicit,PLACE:2video+1manual
234,PLACE,9,Placement Approval,1,PLACE.9.1,Standing-neutral check,Make placement a deliberate reviewed state rather than an assumption.,implicit,PLACE:2video+1manual
235,PLACE,9,Placement Approval,2,PLACE.9.2,Relaxed-pose check,Make placement a deliberate reviewed state rather than an assumption.,implicit,PLACE:2video+1manual
236,PLACE,9,Placement Approval,3,PLACE.9.3,Photo record,Make placement a deliberate reviewed state rather than an assumption.,implicit,PLACE:2video+1manual
237,PLACE,9,Placement Approval,4,PLACE.9.4,Physical measurement,Make placement a deliberate reviewed state rather than an assumption.,implicit,PLACE:2video+1manual
238,PLACE,9,Placement Approval,5,PLACE.9.5,Mirror check,Make placement a deliberate reviewed state rather than an assumption.,implicit,PLACE:2video+1manual
239,PLACE,9,Placement Approval,6,PLACE.9.6,Motion check,Make placement a deliberate reviewed state rather than an assumption.,implicit,PLACE:2video+1manual
240,PLACE,9,Placement Approval,7,PLACE.9.7,Stencil dry-fit,Make placement a deliberate reviewed state rather than an assumption.,implicit,PLACE:2video+1manual
241,PLACE,9,Placement Approval,8,PLACE.9.8,Artist approval,Make placement a deliberate reviewed state rather than an assumption.,implicit,PLACE:2video+1manual
242,PLACE,9,Placement Approval,9,PLACE.9.9,Client approval,Make placement a deliberate reviewed state rather than an assumption.,implicit,PLACE:2video+1manual
243,STENCIL,1,Source Preparation,1,STENCIL.1.1,Master duplication,Create a stencil-specific derivative without destroying the artwork master.,implicit,STENCIL:2video+1manual
244,STENCIL,1,Source Preparation,2,STENCIL.1.2,Dedicated stencil layer,Create a stencil-specific derivative without destroying the artwork master.,implicit,STENCIL:2video+1manual
245,STENCIL,1,Source Preparation,3,STENCIL.1.3,Color removal,Create a stencil-specific derivative without destroying the artwork master.,implicit,STENCIL:2video+1manual
246,STENCIL,1,Source Preparation,4,STENCIL.1.4,Value simplification,Create a stencil-specific derivative without destroying the artwork master.,implicit,STENCIL:2video+1manual
247,STENCIL,1,Source Preparation,5,STENCIL.1.5,Final-size setup,Create a stencil-specific derivative without destroying the artwork master.,implicit,STENCIL:2video+1manual
248,STENCIL,1,Source Preparation,6,STENCIL.1.6,Mirror-state setup,Create a stencil-specific derivative without destroying the artwork master.,implicit,STENCIL:2video+1manual
249,STENCIL,1,Source Preparation,7,STENCIL.1.7,Line cleanup,Create a stencil-specific derivative without destroying the artwork master.,implicit,STENCIL:2video+1manual
250,STENCIL,1,Source Preparation,8,STENCIL.1.8,Crop/margin setup,Create a stencil-specific derivative without destroying the artwork master.,implicit,STENCIL:2video+1manual
251,STENCIL,1,Source Preparation,9,STENCIL.1.9,Version lock,Create a stencil-specific derivative without destroying the artwork master.,implicit,STENCIL:2video+1manual
252,STENCIL,2,Guide-Line Encoding,1,STENCIL.2.1,Hard contour,Encode different kinds of tattoo information with distinct stencil marks.,implicit,STENCIL:2video+1manual
253,STENCIL,2,Guide-Line Encoding,2,STENCIL.2.2,Internal contour,Encode different kinds of tattoo information with distinct stencil marks.,implicit,STENCIL:2video+1manual
254,STENCIL,2,Guide-Line Encoding,3,STENCIL.2.3,Dotted shading guide,Encode different kinds of tattoo information with distinct stencil marks.,implicit,STENCIL:2video+1manual
255,STENCIL,2,Guide-Line Encoding,4,STENCIL.2.4,Dashed construction guide,Encode different kinds of tattoo information with distinct stencil marks.,implicit,STENCIL:2video+1manual
256,STENCIL,2,Guide-Line Encoding,5,STENCIL.2.5,Centerline,Encode different kinds of tattoo information with distinct stencil marks.,implicit,STENCIL:2video+1manual
257,STENCIL,2,Guide-Line Encoding,6,STENCIL.2.6,Registration mark,Encode different kinds of tattoo information with distinct stencil marks.,implicit,STENCIL:2video+1manual
258,STENCIL,2,Guide-Line Encoding,7,STENCIL.2.7,Landmark mark,Encode different kinds of tattoo information with distinct stencil marks.,implicit,STENCIL:2video+1manual
259,STENCIL,2,Guide-Line Encoding,8,STENCIL.2.8,No-ink boundary,Encode different kinds of tattoo information with distinct stencil marks.,implicit,STENCIL:2video+1manual
260,STENCIL,2,Guide-Line Encoding,9,STENCIL.2.9,Artist annotation,Encode different kinds of tattoo information with distinct stencil marks.,implicit,STENCIL:2video+1manual
261,STENCIL,3,Detail Reduction,1,STENCIL.3.1,Microdetail pruning,Remove information that will not transfer or will confuse execution.,implicit,STENCIL:2video+1manual
262,STENCIL,3,Detail Reduction,2,STENCIL.3.2,Tiny-island removal,Remove information that will not transfer or will confuse execution.,implicit,STENCIL:2video+1manual
263,STENCIL,3,Detail Reduction,3,STENCIL.3.3,Line-separation repair,Remove information that will not transfer or will confuse execution.,implicit,STENCIL:2video+1manual
264,STENCIL,3,Detail Reduction,4,STENCIL.3.4,Intersection cleanup,Remove information that will not transfer or will confuse execution.,implicit,STENCIL:2video+1manual
265,STENCIL,3,Detail Reduction,5,STENCIL.3.5,Contour preservation,Remove information that will not transfer or will confuse execution.,implicit,STENCIL:2video+1manual
266,STENCIL,3,Detail Reduction,6,STENCIL.3.6,Texture conversion,Remove information that will not transfer or will confuse execution.,implicit,STENCIL:2video+1manual
267,STENCIL,3,Detail Reduction,7,STENCIL.3.7,Shading-to-guide conversion,Remove information that will not transfer or will confuse execution.,implicit,STENCIL:2video+1manual
268,STENCIL,3,Detail Reduction,8,STENCIL.3.8,Noise removal,Remove information that will not transfer or will confuse execution.,implicit,STENCIL:2video+1manual
269,STENCIL,3,Detail Reduction,9,STENCIL.3.9,Legibility threshold,Remove information that will not transfer or will confuse execution.,implicit,STENCIL:2video+1manual
270,STENCIL,4,Print Geometry,1,STENCIL.4.1,Actual physical size,Guarantee the paper output matches intended physical scale and direction.,implicit,STENCIL:2video+1manual
271,STENCIL,4,Print Geometry,2,STENCIL.4.2,Orientation,Guarantee the paper output matches intended physical scale and direction.,implicit,STENCIL:2video+1manual
272,STENCIL,4,Print Geometry,3,STENCIL.4.3,Mirror verification,Guarantee the paper output matches intended physical scale and direction.,implicit,STENCIL:2video+1manual
273,STENCIL,4,Print Geometry,4,STENCIL.4.4,Margins,Guarantee the paper output matches intended physical scale and direction.,implicit,STENCIL:2video+1manual
274,STENCIL,4,Print Geometry,5,STENCIL.4.5,Paper size,Guarantee the paper output matches intended physical scale and direction.,implicit,STENCIL:2video+1manual
275,STENCIL,4,Print Geometry,6,STENCIL.4.6,Page tiling,Guarantee the paper output matches intended physical scale and direction.,implicit,STENCIL:2video+1manual
276,STENCIL,4,Print Geometry,7,STENCIL.4.7,100-percent scale,Guarantee the paper output matches intended physical scale and direction.,implicit,STENCIL:2video+1manual
277,STENCIL,4,Print Geometry,8,STENCIL.4.8,Raster DPI,Guarantee the paper output matches intended physical scale and direction.,implicit,STENCIL:2video+1manual
278,STENCIL,4,Print Geometry,9,STENCIL.4.9,Vector integrity,Guarantee the paper output matches intended physical scale and direction.,implicit,STENCIL:2video+1manual
279,STENCIL,5,Transfer Paper Handling,1,STENCIL.5.1,Master-sheet identification,Respect the structure and orientation of stencil transfer media.,implicit,STENCIL:2video+1manual
280,STENCIL,5,Transfer Paper Handling,2,STENCIL.5.2,Protective-sheet removal,Respect the structure and orientation of stencil transfer media.,implicit,STENCIL:2video+1manual
281,STENCIL,5,Transfer Paper Handling,3,STENCIL.5.3,Carbon-layer orientation,Respect the structure and orientation of stencil transfer media.,implicit,STENCIL:2video+1manual
282,STENCIL,5,Transfer Paper Handling,4,STENCIL.5.4,Backing-sheet support,Respect the structure and orientation of stencil transfer media.,implicit,STENCIL:2video+1manual
283,STENCIL,5,Transfer Paper Handling,5,STENCIL.5.5,Feed direction,Respect the structure and orientation of stencil transfer media.,implicit,STENCIL:2video+1manual
284,STENCIL,5,Transfer Paper Handling,6,STENCIL.5.6,Cutout strategy,Respect the structure and orientation of stencil transfer media.,implicit,STENCIL:2video+1manual
285,STENCIL,5,Transfer Paper Handling,7,STENCIL.5.7,Clean handling,Respect the structure and orientation of stencil transfer media.,implicit,STENCIL:2video+1manual
286,STENCIL,5,Transfer Paper Handling,8,STENCIL.5.8,Surface protection,Respect the structure and orientation of stencil transfer media.,implicit,STENCIL:2video+1manual
287,STENCIL,5,Transfer Paper Handling,9,STENCIL.5.9,Storage,Respect the structure and orientation of stencil transfer media.,implicit,STENCIL:2video+1manual
288,STENCIL,6,Printer Setup,1,STENCIL.6.1,Power/readiness,Make printing repeatable rather than trial-and-error.,implicit,STENCIL:2video+1manual
289,STENCIL,6,Printer Setup,2,STENCIL.6.2,Media loading,Make printing repeatable rather than trial-and-error.,implicit,STENCIL:2video+1manual
290,STENCIL,6,Printer Setup,3,STENCIL.6.3,Straight feed,Make printing repeatable rather than trial-and-error.,implicit,STENCIL:2video+1manual
291,STENCIL,6,Printer Setup,4,STENCIL.6.4,Print density,Make printing repeatable rather than trial-and-error.,implicit,STENCIL:2video+1manual
292,STENCIL,6,Printer Setup,5,STENCIL.6.5,Print speed,Make printing repeatable rather than trial-and-error.,implicit,STENCIL:2video+1manual
293,STENCIL,6,Printer Setup,6,STENCIL.6.6,Copy/print mode,Make printing repeatable rather than trial-and-error.,implicit,STENCIL:2video+1manual
294,STENCIL,6,Printer Setup,7,STENCIL.6.7,Roller/path cleaning,Make printing repeatable rather than trial-and-error.,implicit,STENCIL:2video+1manual
295,STENCIL,6,Printer Setup,8,STENCIL.6.8,Jam prevention,Make printing repeatable rather than trial-and-error.,implicit,STENCIL:2video+1manual
296,STENCIL,6,Printer Setup,9,STENCIL.6.9,Test print,Make printing repeatable rather than trial-and-error.,implicit,STENCIL:2video+1manual
297,STENCIL,7,Printed Stencil QC,1,STENCIL.7.1,Complete transfer,Catch output failures before the stencil reaches skin.,implicit,STENCIL:2video+1manual
298,STENCIL,7,Printed Stencil QC,2,STENCIL.7.2,No smearing,Catch output failures before the stencil reaches skin.,implicit,STENCIL:2video+1manual
299,STENCIL,7,Printed Stencil QC,3,STENCIL.7.3,No doubled lines,Catch output failures before the stencil reaches skin.,implicit,STENCIL:2video+1manual
300,STENCIL,7,Printed Stencil QC,4,STENCIL.7.4,No broken lines,Catch output failures before the stencil reaches skin.,implicit,STENCIL:2video+1manual
301,STENCIL,7,Printed Stencil QC,5,STENCIL.7.5,Adequate density,Catch output failures before the stencil reaches skin.,implicit,STENCIL:2video+1manual
302,STENCIL,7,Printed Stencil QC,6,STENCIL.7.6,No oversaturation,Catch output failures before the stencil reaches skin.,implicit,STENCIL:2video+1manual
303,STENCIL,7,Printed Stencil QC,7,STENCIL.7.7,No skew,Catch output failures before the stencil reaches skin.,implicit,STENCIL:2video+1manual
304,STENCIL,7,Printed Stencil QC,8,STENCIL.7.8,No scale distortion,Catch output failures before the stencil reaches skin.,implicit,STENCIL:2video+1manual
305,STENCIL,7,Printed Stencil QC,9,STENCIL.7.9,Critical-detail presence,Catch output failures before the stencil reaches skin.,implicit,STENCIL:2video+1manual
306,STENCIL,8,Skin Placement Prep,1,STENCIL.8.1,Clean area,Prepare for accurate transfer while preserving hygiene and alignment.,implicit,STENCIL:2video+1manual
307,STENCIL,8,Skin Placement Prep,2,STENCIL.8.2,Shave area,Prepare for accurate transfer while preserving hygiene and alignment.,implicit,STENCIL:2video+1manual
308,STENCIL,8,Skin Placement Prep,3,STENCIL.8.3,Degrease area,Prepare for accurate transfer while preserving hygiene and alignment.,implicit,STENCIL:2video+1manual
309,STENCIL,8,Skin Placement Prep,4,STENCIL.8.4,Dry area,Prepare for accurate transfer while preserving hygiene and alignment.,implicit,STENCIL:2video+1manual
310,STENCIL,8,Skin Placement Prep,5,STENCIL.8.5,Alignment marks,Prepare for accurate transfer while preserving hygiene and alignment.,implicit,STENCIL:2video+1manual
311,STENCIL,8,Skin Placement Prep,6,STENCIL.8.6,Primer tack,Prepare for accurate transfer while preserving hygiene and alignment.,implicit,STENCIL:2video+1manual
312,STENCIL,8,Skin Placement Prep,7,STENCIL.8.7,Neutral body posture,Prepare for accurate transfer while preserving hygiene and alignment.,implicit,STENCIL:2video+1manual
313,STENCIL,8,Skin Placement Prep,8,STENCIL.8.8,Center-out contact,Prepare for accurate transfer while preserving hygiene and alignment.,implicit,STENCIL:2video+1manual
314,STENCIL,8,Skin Placement Prep,9,STENCIL.8.9,Controlled peel,Prepare for accurate transfer while preserving hygiene and alignment.,implicit,STENCIL:2video+1manual
315,STENCIL,9,"Set, Reapply & Verify",1,STENCIL.9.1,Set/dry time,Treat the applied stencil as a checkpoint that must pass review.,implicit,STENCIL:2video+1manual
316,STENCIL,9,"Set, Reapply & Verify",2,STENCIL.9.2,No-slide verification,Treat the applied stencil as a checkpoint that must pass review.,implicit,STENCIL:2video+1manual
317,STENCIL,9,"Set, Reapply & Verify",3,STENCIL.9.3,Residual-ink pat,Treat the applied stencil as a checkpoint that must pass review.,implicit,STENCIL:2video+1manual
318,STENCIL,9,"Set, Reapply & Verify",4,STENCIL.9.4,Failed-transfer removal,Treat the applied stencil as a checkpoint that must pass review.,implicit,STENCIL:2video+1manual
319,STENCIL,9,"Set, Reapply & Verify",5,STENCIL.9.5,Reapplication protocol,Treat the applied stencil as a checkpoint that must pass review.,implicit,STENCIL:2video+1manual
320,STENCIL,9,"Set, Reapply & Verify",6,STENCIL.9.6,Orientation recheck,Treat the applied stencil as a checkpoint that must pass review.,implicit,STENCIL:2video+1manual
321,STENCIL,9,"Set, Reapply & Verify",7,STENCIL.9.7,Size recheck,Treat the applied stencil as a checkpoint that must pass review.,implicit,STENCIL:2video+1manual
322,STENCIL,9,"Set, Reapply & Verify",8,STENCIL.9.8,Final approval,Treat the applied stencil as a checkpoint that must pass review.,implicit,STENCIL:2video+1manual
323,STENCIL,9,"Set, Reapply & Verify",9,STENCIL.9.9,Stencil photo/reference,Treat the applied stencil as a checkpoint that must pass review.,implicit,STENCIL:2video+1manual
324,DELIVER,1,Master Package,1,DELIVER.1.1,Editable master,"Keep editable, review, production, and metadata outputs distinct.",implicit,DELIVER:2video+1manual
325,DELIVER,1,Master Package,2,DELIVER.1.2,Flattened concept,"Keep editable, review, production, and metadata outputs distinct.",implicit,DELIVER:2video+1manual
326,DELIVER,1,Master Package,3,DELIVER.1.3,Vector concept,"Keep editable, review, production, and metadata outputs distinct.",implicit,DELIVER:2video+1manual
327,DELIVER,1,Master Package,4,DELIVER.1.4,Raster concept,"Keep editable, review, production, and metadata outputs distinct.",implicit,DELIVER:2video+1manual
328,DELIVER,1,Master Package,5,DELIVER.1.5,Stencil file,"Keep editable, review, production, and metadata outputs distinct.",implicit,DELIVER:2video+1manual
329,DELIVER,1,Master Package,6,DELIVER.1.6,Placement mockup,"Keep editable, review, production, and metadata outputs distinct.",implicit,DELIVER:2video+1manual
330,DELIVER,1,Master Package,7,DELIVER.1.7,Artist brief,"Keep editable, review, production, and metadata outputs distinct.",implicit,DELIVER:2video+1manual
331,DELIVER,1,Master Package,8,DELIVER.1.8,Provenance file,"Keep editable, review, production, and metadata outputs distinct.",implicit,DELIVER:2video+1manual
332,DELIVER,1,Master Package,9,DELIVER.1.9,Version manifest,"Keep editable, review, production, and metadata outputs distinct.",implicit,DELIVER:2video+1manual
333,DELIVER,2,Export Formats,1,DELIVER.2.1,SVG,Choose formats by downstream need rather than habit.,implicit,DELIVER:2video+1manual
334,DELIVER,2,Export Formats,2,DELIVER.2.2,PDF,Choose formats by downstream need rather than habit.,implicit,DELIVER:2video+1manual
335,DELIVER,2,Export Formats,3,DELIVER.2.3,PNG,Choose formats by downstream need rather than habit.,implicit,DELIVER:2video+1manual
336,DELIVER,2,Export Formats,4,DELIVER.2.4,TIFF,Choose formats by downstream need rather than habit.,implicit,DELIVER:2video+1manual
337,DELIVER,2,Export Formats,5,DELIVER.2.5,JPEG,Choose formats by downstream need rather than habit.,implicit,DELIVER:2video+1manual
338,DELIVER,2,Export Formats,6,DELIVER.2.6,PROCREATE/PSD,Choose formats by downstream need rather than habit.,implicit,DELIVER:2video+1manual
339,DELIVER,2,Export Formats,7,DELIVER.2.7,JSON,Choose formats by downstream need rather than habit.,implicit,DELIVER:2video+1manual
340,DELIVER,2,Export Formats,8,DELIVER.2.8,TXT/Markdown,Choose formats by downstream need rather than habit.,implicit,DELIVER:2video+1manual
341,DELIVER,2,Export Formats,9,DELIVER.2.9,ZIP,Choose formats by downstream need rather than habit.,implicit,DELIVER:2video+1manual
342,DELIVER,3,Resolution & Scale,1,DELIVER.3.1,Final physical dimensions,Preserve physical intent through export and print.,implicit,DELIVER:2video+1manual
343,DELIVER,3,Resolution & Scale,2,DELIVER.3.2,DPI,Preserve physical intent through export and print.,implicit,DELIVER:2video+1manual
344,DELIVER,3,Resolution & Scale,3,DELIVER.3.3,Pixel dimensions,Preserve physical intent through export and print.,implicit,DELIVER:2video+1manual
345,DELIVER,3,Resolution & Scale,4,DELIVER.3.4,Artboard bounds,Preserve physical intent through export and print.,implicit,DELIVER:2video+1manual
346,DELIVER,3,Resolution & Scale,5,DELIVER.3.5,100-percent print scale,Preserve physical intent through export and print.,implicit,DELIVER:2video+1manual
347,DELIVER,3,Resolution & Scale,6,DELIVER.3.6,Margins/bleed,Preserve physical intent through export and print.,implicit,DELIVER:2video+1manual
348,DELIVER,3,Resolution & Scale,7,DELIVER.3.7,Measurement units,Preserve physical intent through export and print.,implicit,DELIVER:2video+1manual
349,DELIVER,3,Resolution & Scale,8,DELIVER.3.8,Scale note,Preserve physical intent through export and print.,implicit,DELIVER:2video+1manual
350,DELIVER,3,Resolution & Scale,9,DELIVER.3.9,Output verification,Preserve physical intent through export and print.,implicit,DELIVER:2video+1manual
351,DELIVER,4,Color & Ink Behavior,1,DELIVER.4.1,RGB working copy,Communicate intended ink behavior across devices and printed references.,implicit,DELIVER:2video+1manual
352,DELIVER,4,Color & Ink Behavior,2,DELIVER.4.2,CMYK/print copy,Communicate intended ink behavior across devices and printed references.,implicit,DELIVER:2video+1manual
353,DELIVER,4,Color & Ink Behavior,3,DELIVER.4.3,Pure-black fallback,Communicate intended ink behavior across devices and printed references.,implicit,DELIVER:2video+1manual
354,DELIVER,4,Color & Ink Behavior,4,DELIVER.4.4,Grayscale proof,Communicate intended ink behavior across devices and printed references.,implicit,DELIVER:2video+1manual
355,DELIVER,4,Color & Ink Behavior,5,DELIVER.4.5,Accent-color record,Communicate intended ink behavior across devices and printed references.,implicit,DELIVER:2video+1manual
356,DELIVER,4,Color & Ink Behavior,6,DELIVER.4.6,Color-profile record,Communicate intended ink behavior across devices and printed references.,implicit,DELIVER:2video+1manual
357,DELIVER,4,Color & Ink Behavior,7,DELIVER.4.7,Transparency handling,Communicate intended ink behavior across devices and printed references.,implicit,DELIVER:2video+1manual
358,DELIVER,4,Color & Ink Behavior,8,DELIVER.4.8,Contrast proof,Communicate intended ink behavior across devices and printed references.,implicit,DELIVER:2video+1manual
359,DELIVER,4,Color & Ink Behavior,9,DELIVER.4.9,Monochrome fallback,Communicate intended ink behavior across devices and printed references.,implicit,DELIVER:2video+1manual
360,DELIVER,5,Naming & Versioning,1,DELIVER.5.1,Project identifier,Make every file identify itself without opening it.,implicit,DELIVER:2video+1manual
361,DELIVER,5,Naming & Versioning,2,DELIVER.5.2,Client-safe title,Make every file identify itself without opening it.,implicit,DELIVER:2video+1manual
362,DELIVER,5,Naming & Versioning,3,DELIVER.5.3,Direction identifier,Make every file identify itself without opening it.,implicit,DELIVER:2video+1manual
363,DELIVER,5,Naming & Versioning,4,DELIVER.5.4,Version number,Make every file identify itself without opening it.,implicit,DELIVER:2video+1manual
364,DELIVER,5,Naming & Versioning,5,DELIVER.5.5,Date stamp,Make every file identify itself without opening it.,implicit,DELIVER:2video+1manual
365,DELIVER,5,Naming & Versioning,6,DELIVER.5.6,Physical-size token,Make every file identify itself without opening it.,implicit,DELIVER:2video+1manual
366,DELIVER,5,Naming & Versioning,7,DELIVER.5.7,Placement token,Make every file identify itself without opening it.,implicit,DELIVER:2video+1manual
367,DELIVER,5,Naming & Versioning,8,DELIVER.5.8,Mirror-state token,Make every file identify itself without opening it.,implicit,DELIVER:2video+1manual
368,DELIVER,5,Naming & Versioning,9,DELIVER.5.9,Approval-state token,Make every file identify itself without opening it.,implicit,DELIVER:2video+1manual
369,DELIVER,6,Artist Brief,1,DELIVER.6.1,Core concept,Transfer creative intent without pretending the concept is execution-ready.,implicit,DELIVER:2video+1manual
370,DELIVER,6,Artist Brief,2,DELIVER.6.2,Meaning/story,Transfer creative intent without pretending the concept is execution-ready.,implicit,DELIVER:2video+1manual
371,DELIVER,6,Artist Brief,3,DELIVER.6.3,Style target,Transfer creative intent without pretending the concept is execution-ready.,implicit,DELIVER:2video+1manual
372,DELIVER,6,Artist Brief,4,DELIVER.6.4,Placement,Transfer creative intent without pretending the concept is execution-ready.,implicit,DELIVER:2video+1manual
373,DELIVER,6,Artist Brief,5,DELIVER.6.5,Physical size,Transfer creative intent without pretending the concept is execution-ready.,implicit,DELIVER:2video+1manual
374,DELIVER,6,Artist Brief,6,DELIVER.6.6,Ink behavior,Transfer creative intent without pretending the concept is execution-ready.,implicit,DELIVER:2video+1manual
375,DELIVER,6,Artist Brief,7,DELIVER.6.7,Must-keep elements,Transfer creative intent without pretending the concept is execution-ready.,implicit,DELIVER:2video+1manual
376,DELIVER,6,Artist Brief,8,DELIVER.6.8,Flexible elements,Transfer creative intent without pretending the concept is execution-ready.,implicit,DELIVER:2video+1manual
377,DELIVER,6,Artist Brief,9,DELIVER.6.9,Avoid/do-not-copy list,Transfer creative intent without pretending the concept is execution-ready.,implicit,DELIVER:2video+1manual
378,DELIVER,7,Placement Pack,1,DELIVER.7.1,Body reference photo,Give the artist enough spatial context to understand the intended fit.,implicit,DELIVER:2video+1manual
379,DELIVER,7,Placement Pack,2,DELIVER.7.2,Clean body photo,Give the artist enough spatial context to understand the intended fit.,implicit,DELIVER:2video+1manual
380,DELIVER,7,Placement Pack,3,DELIVER.7.3,Overlay mockup,Give the artist enough spatial context to understand the intended fit.,implicit,DELIVER:2video+1manual
381,DELIVER,7,Placement Pack,4,DELIVER.7.4,Front view,Give the artist enough spatial context to understand the intended fit.,implicit,DELIVER:2video+1manual
382,DELIVER,7,Placement Pack,5,DELIVER.7.5,Side/alternate view,Give the artist enough spatial context to understand the intended fit.,implicit,DELIVER:2video+1manual
383,DELIVER,7,Placement Pack,6,DELIVER.7.6,Physical measurement,Give the artist enough spatial context to understand the intended fit.,implicit,DELIVER:2video+1manual
384,DELIVER,7,Placement Pack,7,DELIVER.7.7,Angle/orientation note,Give the artist enough spatial context to understand the intended fit.,implicit,DELIVER:2video+1manual
